CN,SRV_CN,CTY_CN,PREV_PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,PLOT_STATUS_CD,PLOT_NONSAMPLE_REASN_CD,MEASYEAR,MEASMON,MEASDAY,REMPER,KINDCD,DESIGNCD,RDDISTCD,WATERCD,LAT,LON,ELEV,GROW_TYP_CD,MORT_TYP_CD,P2PANEL,P3PANEL,ECOSUBCD,CONGCD,MANUAL,KINDCD_NC,QA_STATUS,CREATED_DATE,MODIFIED_DATE,MICROPLOT_LOC,DECLINATION,EMAP_HEX,SAMP_METHOD_CD,SUBP_EXAMINE_CD,MACRO_BREAKPOINT_DIA,INTENSITY,CYCLE,SUBCYCLE,ECO_UNIT_PNW,TOPO_POSITION_PNW,NF_SAMPLING_STATUS_CD,NF_PLOT_STATUS_CD,NF_PLOT_NONSAMPLE_REASN_CD,P2VEG_SAMPLING_STATUS_CD,P2VEG_SAMPLING_LEVEL_DETAIL_CD,INVASIVE_SAMPLING_STATUS_CD,INVASIVE_SPECIMEN_RULE_CD,DESIGNCD_P2A,MANUAL_DB,SUBPANEL,CONDCHNGCD_RMRS,FUTFORCD_RMRS,MANUAL_NCRS,MANUAL_NERS,MANUAL_RMRS,PAC_ISLAND_PNWRS,PLOT_SEASON_NERS,PRECIPITATION,PREV_MICROPLOT_LOC_RMRS,PREV_PLOT_STATUS_CD_RMRS,REUSECD1,REUSECD2,REUSECD3,GRND_LYR_SAMPLING_STATUS_CD,GRND_LYR_SAMPLING_METHOD_CD,INCIDENT,FIRE_YEAR_,area,perimeter
"645308898126144","643410129126144","92010497",,"2020","53","8","47","85256","2",,"2020","4","23",,"1","501",,,48.848293,-120.182698,"6700",,,"2",,M242Dd,"5304",9,,"1",2021/05/18 17:29:45,2024/08/13 13:05:25,OFFSET,15,,"2","1","24","1","6","9",,,"1","3","3","2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,Farewell,"2003",328128959.866355061531067,130833.705934117155266
"444202209489998","384841469489998","92010497","22827452010497","2017","53","8","47","67634","1",,"2017","8","12",10.1,"2","501","7","0",48.750432,-120.165095,"4900","2","2","4",,M242Dd,"5304",7.1,,"1",2018/02/13 16:07:00,2024/08/13 13:05:25,OFFSET,15.5,,"1","4","24","201","2","7",,"3","1",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Farewell,"2003",328128959.866355061531067,130833.705934117155266
"490387799126144","468688377489998","92010497",,"2018","53","8","47","82404","1",,"2018","6","2",,"1","501","6","0",48.867339,-120.016217,"5700",,,"5",,M242Dd,"5304",7.2,,"1",2019/04/11 18:19:17,2024/08/13 13:05:25,OFFSET,15.5,,"1","4","24","201","2","8",,"3","0",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Farewell,"2003",328128959.866355061531067,130833.705934117155266
"484819311489998","468963851489998","92010497","22933276010497","2018","53","8","47","50419","1",,"2018","9","21",10.2,"2","501","9","0",48.822932,-120.280579,"6100","2","2","5",,M242Dd,"5304",7.2,,"1",2019/04/11 18:18:50,2024/08/13 13:05:25,OFFSET,15.5,,"1","4","24","1","6","7",,"4","0",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Farewell,"2003",328128959.866355061531067,130833.705934117155266
"412223261489998","384841470489998","92010497","22954797010497","2017","53","8","47","90057","1",,"2018","9","20",11.2,"2","501","9","1",48.873689,-120.274253,"5300","2","2","4",,M242Dd,"5304",7.2,,"1",2019/05/03 15:36:49,2024/08/13 13:05:25,OFFSET,15.5,,"1","4","24","1","6","6",,"3","0",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Farewell,"2003",328128959.866355061531067,130833.705934117155266
"24126063010900","24120389010900","82010497",,"2002","53","8","7","66742","1",,"2003","9","6",,"1","501","9","0",48.144332,-120.532006,"3100",,,"4",,M242Dg,"5308",1.7,,"1",2005/04/17 10:15:58,2024/08/13 12:47:41,OFFSET,21.5,,"1","4","24","1","5","1",,"3",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"0","0","0",,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"22398861010497","22132265010497","82010497",,"2004","53","8","7","79496","1",,"2005","8","13",,"1","501","7","1",48.018766,-120.396829,"3900",,,"1",,M242Dg,"5308",2,,"1",2008/01/24 20:56:29,2024/08/13 12:47:41,OFFSET,18,,"1","4","24","201","1","4",,"4",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"22398885010497","22132265010497","82010497",,"2004","53","8","7","55849","1",,"2005","8","31",,"1","501","7","0",48.011563,-120.352816,"3300",,,"1",,M242Df,"5308",2,,"1",2008/01/24 21:01:45,2024/08/13 12:47:41,OFFSET,18,,"1","4","24","201","1","4",,"4",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"22398866010497","22132266010497","82010497",,"2005","53","8","7","63298","1",,"2005","9","1",,"1","501","8","0",48.071279,-120.49623,"4100",,,"2",,M242Dg,"5308",2,,"1",2008/01/24 20:58:09,2024/08/13 12:47:41,OFFSET,17.5,,"1","4","24","202","1","5",,"4",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"22398411010497","22132264010497","82010497",,"2003","53","8","7","54828","1",,"2003","9","9",,"1","501","6","0",47.989667,-120.435553,"5100",,,"5",,M242Dg,"5308",1.5,,"1",2008/01/25 12:20:06,2024/08/13 12:47:41,OFFSET,18,,"1","4","24","202","1","3",,"4",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"0","0","0",,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"22827547010497","48208116010497","82010497",,"2007","53","8","7","85164","1",,"2007","8","30",,"1","501","6","4",48.019547,-120.470251,"4900",,,"4",,M242Dg,"5308",3,,"1",2013/01/30 08:44:47,2024/08/13 12:47:41,OFFSET,17,,"1","4","24","201","1","7",,"4",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"22827719010497","48208116010497","82010497",,"2007","53","8","7","80167","1",,"2007","9","6",,"1","501","9","4",48.119815,-120.533002,"3500",,,"4",,M242Dg,"5308",3,,"1",2013/01/30 08:45:45,2024/08/13 12:47:41,OFFSET,17,,"1","4","24","201","1","7",,"4",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"22827599010497","48208116010497","82010497",,"2007","53","8","7","76606","1",,"2007","8","24",,"1","501","8","4",48.072343,-120.536226,"6700",,,"4",,M242Dg,"5308",3,,"1",2013/01/30 08:44:59,2024/08/13 12:47:41,OFFSET,17,,"1","4","24","201","1","7",,"3",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"29395538010497","29396164010497","82010497",,"2008","53","8","7","74341","1",,"2008","8","19",,"1","501","7","0",48.015873,-120.430269,"4100",,,"5",,M242Dg,"5308",3,,"1",2009/06/06 11:59:13,2024/08/13 12:47:41,OFFSET,17,,"1","4","24","202","1","8",,"4",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"48203178010497","48201639010497","82010497",,"2011","53","8","7","60527","3","3","2011","9","1",,"1","501",,,48.094296,-120.543913,"3300",,,"3",,M242Dg,"5308",5,,"1",2012/07/26 14:40:56,2024/08/13 12:47:41,OFFSET,,,"2","4","24","1","5","10",,,,,,,,,,,9.2,"1",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"174763775020004","44513110020004","82010497",,"2013","53","8","7","65978","2",,"2013","12","17",,"1","501",,,48.009893,-120.320554,"1100",,,"5",,M242Df,"5308",6,,"1",2014/04/11 17:17:07,2024/08/13 12:47:41,OFFSET,16,,"2","1","24","202","2","3",,,"1","2",,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"174763660020004","44513110020004","82010497","22398411010497","2013","53","8","7","54828","1",,"2013","10","16",10.1,"2","501","6","0",47.989667,-120.435553,"5100","2","2","5",,M242Dg,"5308",6,,"1",2014/04/11 17:16:49,2024/08/13 12:47:41,OFFSET,16,,"1","4","24","202","2","3",,"4","1",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"29883429010497","29878201010497","82010497",,"2009","53","8","7","52126","1",,"2009","9","28",,"1","501","9","0",48.040994,-120.463731,"3500",,,"1",,M242Dg,"5308",3,,"1",2010/05/27 12:48:41,2024/08/13 12:47:41,OFFSET,17,,"1","4","24","1","5","8","0","4",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"40220605010497","41062043010497","82010497",,"2010","53","8","7","61451","1",,"2010","10","5",,"1","501","5","0",47.990997,-120.394521,"5700",,,"2",,M242Dg,"5308",4,,"1",2011/07/29 09:58:56,2024/08/13 12:47:41,OFFSET,16.5,,"1","4","24","1","5","9",,"4",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"30764138020004","48466120010497","82010497","24126063010900","2012","53","8","7","66742","1",,"2012","9","11",9,"2","501","8","0",48.144332,-120.532006,"3100","2","2","4",,M242Dg,"5308",5.1,,"1",2013/03/12 14:23:25,2024/08/13 12:47:41,OFFSET,16.5,,"1","4","24","1","6","1",,"3","1",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"29882044010497","29878196010497","82010497",,"2009","53","8","7","57989","1",,"2009","8","15",,"1","501","8","1",48.044836,-120.500195,"5500",,,"1",,M242Dg,"5308",3,,"1",2010/05/27 12:46:48,2024/08/13 12:47:41,OFFSET,17,,"1","4","24","201","1","9",,"6",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"40403489010497","41062045010497","82010497",,"2010","53","8","7","77803","1",,"2010","6","22",,"1","501","9","1",48.040412,-120.429048,"1300",,,"2",,M242Dg,"5308",4,,"1",2011/10/12 17:22:30,2024/08/13 12:47:42,OFFSET,16.5,,"1","4","24","201","1","10",,"4",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"238861194489998","234667968020004","82010497","22398861010497","2014","53","8","7","79496","1",,"2014","8","5",9,"2","501","7","1",48.018766,-120.396829,"3900","2","2","1",,M242Dg,"5308",6,,"1",2015/02/17 13:04:04,2024/08/13 12:47:42,OFFSET,16,,"1","4","24","201","2","4",,"4","1",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"238861122489998","234667968020004","82010497","22398885010497","2014","53","8","7","55849","1",,"2014","8","6",8.9,"2","501","8","0",48.011563,-120.352816,"3300","2","2","1",,M242Df,"5308",6,,"1",2015/02/17 13:03:30,2024/08/13 12:47:42,OFFSET,16,,"1","4","24","201","2","4",,"4","1",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"290009002489998","273493076489998","82010497","22398866010497","2015","53","8","7","63298","1",,"2015","7","21",9.9,"2","501","9","0",48.071279,-120.49623,"4100","2","2","2",,M242Dg,"5308",6.1,,"1",2016/03/07 10:55:48,2024/08/13 12:47:42,OFFSET,16,,"1","4","24","202","2","5",,"4","1",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"714228985290487","643410130126144","82010497","40403489010497","2020","53","8","7","77803","1",,"2020","9","23",10.3,"2","501","9","0",48.040412,-120.429048,"1300","2","2","2",,M242Dg,"5308",9,,"1",2021/05/18 17:29:49,2024/08/13 12:47:42,OFFSET,15,,"1","4","24","201","2","10",,"5","0",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"750082726290487","719906688290487","82010497",,"2021","53","8","7","60527","3","3","2021","11","8",,"1","501",,,48.094296,-120.543913,"3300",,,"3",,M242Dg,"5308",9,,"1",2022/03/07 21:00:17,2024/08/13 12:47:42,OFFSET,15,,"2","1","24","1","6","10",,,"0",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"645308732126144","643410129126144","82010497","40220605010497","2020","53","8","7","61451","1",,"2022","7","11",11.8,"2","501","5","0",47.990997,-120.394521,"5700","2","2","2",,M242Dg,"5308",9,,"1",2023/02/22 18:58:42,2024/08/13 12:47:42,OFFSET,15,,"1","4","24","1","6","9",,"4","0",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"444202717489998","384841469489998","82010497","22827599010497","2017","53","8","7","76606","1",,"2017","8","22",10,"2","501","8","0",48.072343,-120.536226,"6700","2","2","4",,M242Dg,"5308",7.1,,"1",2018/02/13 16:10:14,2024/08/13 12:47:42,OFFSET,15.5,,"1","4","24","201","2","7",,"3","1",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"490388283126144","468688377489998","82010497","29395538010497","2018","53","8","7","74341","1",,"2018","9","11",10.1,"2","501","7","0",48.015873,-120.430269,"4100","2","2","5",,M242Dg,"5308",7.2,,"1",2019/04/11 18:20:57,2024/08/13 12:47:42,OFFSET,15.5,,"1","4","24","202","2","8",,"4","0",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"444202152489998","384841469489998","82010497","22827719010497","2017","53","8","7","80167","1",,"2017","8","28",10,"2","501","9","0",48.119815,-120.533002,"3500","2","2","4",,M242Dg,"5308",7.1,,"1",2018/02/13 16:06:37,2024/08/13 12:47:42,OFFSET,15.5,,"1","4","24","201","2","7",,"4","1",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"558630738126144","532456096126144","82010497","29882044010497","2019","53","8","7","57989","1",,"2019","8","28",10,"2","501","8","1",48.044836,-120.500195,"5500","2","2","1",,M242Dg,"5308",8,,"1",2020/02/11 14:23:42,2024/08/13 12:47:42,OFFSET,15,,"1","4","24","201","2","9",,"6","0",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"444202276489998","384841469489998","82010497","22827547010497","2017","53","8","7","85164","1",,"2017","8","19",10,"2","501","7","0",48.019547,-120.470251,"4900","2","2","4",,M242Dg,"5308",7.1,,"1",2018/02/13 16:07:26,2024/08/13 12:47:42,OFFSET,15.5,,"1","4","24","201","2","7",,"4","1",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"558629503126144","532456097126144","82010497","29883429010497","2019","53","8","7","52126","1",,"2019","9","23",10,"2","501","9","0",48.040994,-120.463731,"3500","2","2","1",,M242Dg,"5308",8,,"1",2020/02/11 14:25:13,2024/08/13 12:47:42,OFFSET,15,,"1","4","24","1","6","8",,"4","0",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,Deep Harbor,"2004",123553700.874033808708191,75743.179625044169370
"24133730010900","24120389010900","84010497",,"2002","53","8","17","56842","2",,"2002","6","30",,"1","501",,,47.336445,-120.033629,"1700",,,"4",,342Ia,"5304",1.6,,"1",2005/04/17 10:19:30,2024/08/13 12:50:54,OFFSET,21,,"2","1","24","1","5","1",,,,,,,,,,,9.2,"1",,,,,,,,,,,,,,,,Sutherland Canyon,"2017",150888361.894055485725403,176603.842283628240693
"8606706010901","8601028010901","88010497",,"2006","53","9","25","73713","2",,"2006","9","30",,"1","501",,,47.350448,-119.89673,"2300",,,"3",,342Ia,"5304",3,,"1",2007/04/30 15:02:23,2024/08/13 12:53:56,OFFSET,,,"2","1","24","1","5","5",,,,,,,,,,,9.2,"2",,,,,,,,,,,,,,,,Sutherland Canyon,"2017",150888361.894055485725403,176603.842283628240693
"24870797010900","24548538010900","84010497",,"2004","53","8","17","53402","2",,"2004","9","30",,"1","501",,,47.349241,-119.968637,"1500",,,"1",,342Ia,"5304",2,,"1",2005/04/18 21:11:31,2024/08/13 12:50:54,OFFSET,18,,"2","1","24","1","5","3",,,,,,,,,,,9.2,"2",,,,,,,,,,,,,,,,Sutherland Canyon,"2017",150888361.894055485725403,176603.842283628240693
"30763764020004","48466120010497","84010497","24133730010900","2012","53","8","17","56842","2",,"2012","9","1",10.2,"2","501",,,47.336445,-120.033629,"1700","2","2","4",,342Ia,"5304",5.1,,"1",2013/03/12 14:22:33,2024/08/13 12:50:54,OFFSET,,,"2","4","24","1","6","1",,,,,,,,,,,9.2,"1",,,,,,,,,,,,,,,,Sutherland Canyon,"2017",150888361.894055485725403,176603.842283628240693
"216959547020004","208669869020004","84010497","24870797010900","2014","53","8","17","53402","2",,"2014","9","1",9.9,"2","501",,,47.349241,-119.968637,"1500","2","2","1",,342Ia,"5304",6,,"1",2015/02/17 12:52:56,2024/08/13 12:50:54,OFFSET,,,"2","4","24","1","6","3",,,,,,,,,,,9.2,"2",,,,,,,,,,,,,,,,Sutherland Canyon,"2017",150888361.894055485725403,176603.842283628240693
"345933719489998","310278370489998","88010497","8606706010901","2016","53","9","25","73713","2",,"2016","9","1",9.9,"2","501",,,47.350448,-119.89673,"2300","2","2","3",,342Ia,"5304",7,,"1",2017/03/29 08:51:37,2024/08/13 12:53:56,OFFSET,,,"2","4","24","1","6","5",,,,,,,,,,,9.2,"2",,,,,,,,,,,,,,,,Sutherland Canyon,"2017",150888361.894055485725403,176603.842283628240693
"29882876010497","29878201010497","88010497",,"2009","53","9","25","53782","2",,"2009","9","30",,"1","501",,,47.265929,-119.950781,"1500",,,"1",,342Ia,"5304",3,,"1",2010/05/27 12:47:22,2024/08/13 12:53:56,OFFSET,16.5,,"2","1","24","1","5","8",,,,,,,,,,,9.2,"1",,,,,,,,,,,,,,,,Sutherland Canyon,"2017",150888361.894055485725403,176603.842283628240693
"558629817126144","532456097126144","88010497","29882876010497","2019","53","9","25","53782","2",,"2019","9","1",9.9,"2","501",,,47.265929,-119.950781,"1500","2","2","1",,342Ia,"5304",8,,"1",2020/02/11 14:23:29,2024/08/13 12:53:56,OFFSET,,,"2","4","24","1","6","8",,,,,,,,,,,9.2,"1",,,,,,,,,,,,,,,,Sutherland Canyon,"2017",150888361.894055485725403,176603.842283628240693
"15345121010497","12963633010497","88010497",,"2005","53","9","25","64001","2",,"2005","9","30",,"1","501",,,47.311261,-119.926617,"1700",,,"2",,342Ia,"5304",2,,"1",2006/04/27 17:48:20,2024/08/13 12:53:56,OFFSET,17,,"2","1","24","1","5","4",,,,,,,,,,,9.2,"2",,,,,,,,,,,,,,,,Sutherland Canyon,"2017",150888361.894055485725403,176603.842283628240693
"273642894489998","273493072489998","88010497","15345121010497","2015","53","9","25","64001","2",,"2015","9","1",9.9,"2","501",,,47.311261,-119.926617,"1700","2","2","2",,342Ia,"5304",6.1,,"1",2016/03/07 10:46:23,2024/08/13 12:53:56,OFFSET,,,"2","4","24","1","6","4",,,,,,,,,,,9.2,"2",,,,,,,,,,,,,,,,Sutherland Canyon,"2017",150888361.894055485725403,176603.842283628240693
"15343335010497","12963633010497","91010497",,"2005","53","9","43","98499","2",,"2005","9","30",,"1","501",,,47.554762,-118.554318,"2300",,,"2",,342Ia,"5305",2,,"1",2006/04/27 17:30:13,2024/08/13 13:01:41,OFFSET,17,,"2","1","24","1","5","4",,,,,,,,,,,9.2,"2",,,,,,,,,,,,,,,,Hatten Rd,"2003",29246847.263401947915554,33933.783456202785601
"273642235489998","273493072489998","91010497","15343335010497","2015","53","9","43","98499","2",,"2015","9","1",9.9,"2","501",,,47.554762,-118.554318,"2300","2","2","2",,342Ia,"5305",6.1,,"1",2016/03/07 10:42:34,2024/08/13 13:01:41,OFFSET,,,"2","4","24","1","6","4",,,,,,,,,,,9.2,"2",,,,,,,,,,,,,,,,Hatten Rd,"2003",29246847.263401947915554,33933.783456202785601
"22954427010497","5867230010901","89010497",,"2007","53","8","37","68268","2",,"2007","6","26",,"1","501","7","0",47.020178,-121.020206,"5900",,,"4",,M242Cb,"5308",3,,"1",2008/04/17 16:09:03,2024/08/13 12:59:02,OFFSET,17,,"1","4","24","1","5","6","0","3",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Manastash Ridge,"2013",9516718.492932131513953,15289.575423559917908
"412222796489998","384841470489998","89010497","22954427010497","2017","53","8","37","68268","1",,"2017","7","9",10,"2","501","7","0",47.020178,-121.020206,"5900","2","2","4",,M242Cb,"5308",7.1,,"1",2018/02/13 16:05:03,2024/08/13 12:59:02,OFFSET,15.5,,"1","4","24","1","6","6",,"3","1",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Manastash Ridge,"2013",9516718.492932131513953,15289.575423559917908
"22398282010497","22132268010497","92010497",,"2002","53","8","47","86632","1",,"2002","6","17",,"1","501","6","0",48.026513,-120.063324,"3700",,,"4",,M242De,"5304",1.5,,"1",2008/01/25 11:11:24,2024/08/13 13:05:25,OFFSET,22,,"1","4","24","201","1","2",,"3",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"0","0","0",,,Black Canyon,"2015",358167054.567369818687439,336582.082626569084823
"22398287010497","22132268010497","92010497",,"2002","53","8","47","98203","1",,"2002","6","15",,"1","501","4","4",48.026936,-119.989652,"4300",,,"4",,M242De,"5304",1.5,,"1",2008/01/25 11:12:20,2024/08/13 13:05:25,OFFSET,22,,"1","4","24","202","1","2",,"6",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"0","0","0",,,Black Canyon,"2015",358167054.567369818687439,336582.082626569084823
"22398292010497","22132268010497","92010497",,"2002","53","8","47","90566","1",,"2002","10","11",,"1","501","2","0",47.985968,-120.062728,"5100",,,"4",,M242De,"5304",1.5,,"1",2008/01/25 11:13:23,2024/08/13 13:05:25,OFFSET,22,,"1","4","24","201","1","2",,"1",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"1","5",,,,Black Canyon,"2015",358167054.567369818687439,336582.082626569084823
"15344467010497","12963633010497","84010497",,"2005","53","8","17","84383","2",,"2005","9","30",,"1","501",,,47.931268,-119.819806,"2500",,,"2",,342Im,"5304",2,,"1",2006/04/27 17:41:48,2024/08/13 12:50:54,OFFSET,17,,"2","1","24","1","5","4",,,,,,,,,,,9.2,"2",,,,,,,,,,,,,,,,Black Canyon,"2015",358167054.567369818687439,336582.082626569084823
"24860325010900","24548538010900","82010497",,"2004","53","8","7","71584","2",,"2004","9","30",,"1","501",,,47.831531,-120.028517,"1100",,,"1",,342Ia,"5308",2,,"1",2005/04/18 21:05:24,2024/08/13 12:47:41,OFFSET,18,,"2","1","24","1","5","3",,,,,,,,,,,9.2,"2",,,,,,,,,,,,,,,,Black Canyon,"2015",358167054.567369818687439,336582.082626569084823
"24870956010900","24548538010900","84010497",,"2004","53","8","17","82939","2",,"2004","9","15",,"1","501","1",,47.86032,-119.858666,"3100",,,"1",,342Id,"5304",2,,"1",2005/04/18 21:12:36,2024/08/13 12:50:54,OFFSET,18,,"1","4","24","1","5","3","0","3",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Black Canyon,"2015",358167054.567369818687439,336582.082626569084823
"24166097010900","24120389010900","92010497",,"2002","53","8","47","83777","1",,"2002","7","29",,"1","501","1","0",48.126166,-120.16412,"2700",,,"4",,M242De,"5304",1.6,,"1",2005/04/17 10:35:04,2024/08/13 13:05:25,OFFSET,22,,"1","4","24","1","5","1","0","5",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"3","0","0",,,Black Canyon,"2015",358167054.567369818687439,336582.082626569084823
"24124870010900","24120389010900","82010497",,"2002","53","8","7","83613","2",,"2002","6","30",,"1","501",,,47.864524,-119.931228,"1300",,,"4",,342Im,"5308",1.6,,"1",2005/04/17 10:15:37,2024/08/13 12:47:41,OFFSET,21,,"2","1","24","1","5","1",,,,,,,,,,,9.2,"1",,,,,,,,,,,,,,,,Black Canyon,"2015",358167054.567369818687439,336582.082626569084823
"22398653010497","22132265010497","82010497",,"2004","53","8","7","64714","1",,"2004","6","30",,"1","501","6","0",47.937391,-119.999017,"3300",,,"1",,M242De,"5308",2,,"1",2008/01/25 10:46:15,2024/08/13 12:47:41,OFFSET,18,,"1","4","24","201","1","4",,"7",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Black Canyon,"2015",358167054.567369818687439,336582.082626569084823
"24510110010900","24456185010900","82010497",,"2003","53","8","7","56370","2",,"2003","9","30",,"1","501",,,47.910427,-119.920816,"1500",,,"5",,342Im,"5308",1.7,,"1",2005/04/17 13:34:32,2024/08/13 12:47:41,OFFSET,,,"2","1","24","1","5","2",,,,,,,,,,,9.2,"1",,,,,,,,,,,,,,,,Black Canyon,"2015",358167054.567369818687439,336582.082626569084823
"15343935010497","12963633010497","82010497",,"2005","53","8","7","98278","2",,"2005","9","30",,"1","501",,,47.81399,-120.004897,"1500",,,"2",,342Ia,"5308",2,,"1",2006/04/27 17:36:27,2024/08/13 12:47:41,OFFSET,17.5,,"2","1","24","1","5","4",,,,,,,,,,,9.2,"2",,,,,,,,,,,,,,,,Black Canyon,"2015",358167054.567369818687439,336582.082626569084823
"22933194010497","29361192010497","92010497",,"2008","53","8","47","97039","1",,"2008","6","9",,"1","501","6","0",48.037438,-120.099175,"3900",,,"5",,M242De,"5304",3,,"1",2009/06/06 11:56:07,2024/08/13 13:05:25,OFFSET,17,,"1","4","24","1","5","7","0","4",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Black Canyon,"2015",358167054.567369818687439,336582.082626569084823
"22827582010497","48208116010497","92010497",,"2007","53","8","47","80158","1",,"2007","8","1",,"1","501","2","0",48.054253,-120.091502,"3300",,,"4",,M242De,"5304",3,,"1",2013/01/30 08:44:54,2024/08/13 13:05:25,OFFSET,17,,"1","4","24","201","1","7",,"7",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Black Canyon,"2015",358167054.567369818687439,336582.082626569084823
"22933150010497","29361192010497","84010497",,"2008","53","8","17","50727","2",,"2008","9","30",,"1","501",,"0",47.86445,-119.908658,"1300",,,"5",,342Im,"5304",3,,"1",2009/06/06 11:56:01,2024/08/13 12:50:54,OFFSET,16.5,,"2","1","24","1","5","7","0",,,,,,,,,,9.2,"2",,,,,,,,,,,,,,,,Black Canyon,"2015",358167054.567369818687439,336582.082626569084823
"29395727010497","29396164010497","92010497",,"2008","53","8","47","72234","1",,"2008","9","19",,"1","501","6","4",48.084432,-120.206397,"5100",,,"5",,M242De,"5304",3,,"1",2009/06/06 12:00:08,2024/08/13 13:05:25,OFFSET,17,,"1","4","24","203","1","8",,"6",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,Black Canyon,"2015",358167054.567369818687439,336582.082626569084823
