Plot_ID,AZ,Species,Height,Count,Notes
999906_DHS,East,LP,2-4 m,5,
999906_DHS,East,WL,<1 m,2,
999906_DHS,East,WL,1-2 m,3,
999906_DHS,East,DF,<1 m,34,
999906_DHS,East,DF,1-2 m,4,
999906_DHS,East,ES,<1 m,2,
999906_DHS,South,LP,<1 m,379,
999906_DHS,South,LP,1-2 m,63,
999906_DHS,South,DF,<1 m,51,
999906_DHS,South,ES,<1 m,4,
999906_DHS,South,AS,<1 m,1,
999906_DHS,South,WL,1-2 m,3,
999906_DHS,South,WL,<1 m,10,
999906_DHS,West,LP,<1 m,226,
999906_DHS,West,LP,1-2 m,85,
999906_DHS,West,WL,<1 m,23,
999906_DHS,West,WL,1-2 m,3,
999906_DHS,West,DF,<1 m,60,
999906_DHS,West,ES,<1 m,3,
999906_DHS,West,AS,<1 m,1,
153698_DHS,North,LP,<1 m,249,
153698_DHS,North,LP,1-2 m,131,
153698_DHS,North,LP,2-4 m,4,
153698_DHS,North,WL,<1 m,8,
153698_DHS,North,WL,1-2 m,1,
153698_DHS,North,DF,<1 m,1,
153698_DHS,East,LP,<1 m,80,
153698_DHS,East,LP,1-2 m,163,
153698_DHS,East,WL,<1 m,2,
153698_DHS,East,WL,1-2 m,4,
153698_DHS,East,DF,<1 m,1,
153698_DHS,South,LP,<1 m,144,
153698_DHS,South,LP,1-2 m,134,
153698_DHS,South,LP,2-4 m,1,
153698_DHS,South,WL,<1 m,3,
153698_DHS,South,WL,1-2 m,2,
153698_DHS,South,DF,<1 m,1,
153698_DHS,South,ES,<1 m,1,
153698_DHS,South,RA,1-2 m,1,
153698_DHS,South,RA,2-4 m,3,
153698_DHS,West,LP,<1 m,62,
153698_DHS,West,LP,1-2 m,150,
153698_DHS,West,LP,2-4 m,2,
153698_DHS,West,WL,<1 m,3,
153698_DHS,West,WL,1-2 m,2,
154513_CMN,North,DF,<1 m,24,
154513_CMN,North,ES,<1 m,4,
154513_CMN,North,DF,1-2 m,2,
154513_CMN,North,WL,<1 m,1,
154513_CMN,East,ES,<1 m,9,
154513_CMN,East,ES,1-2 m,1,
154513_CMN,East,DF,<1 m,50,
154513_CMN,East,DF,1-2 m,1,
154513_CMN,East,WL,<1 m,16,
154513_CMN,East,WL,1-2 m,1,
154513_CMN,East,LP,<1 m,3,
154513_CMN,South,DF,<1 m,23,
154513_CMN,South,ES,<1 m,10,
154513_CMN,South,SF,<1 m,1,
154513_CMN,West,DF,<1 m,46,
154513_CMN,West,ES,<1 m,16,
154513_CMN,West,WL,<1 m,7,
154513_CMN,West,DF,1-2 m,2,
154513_CMN,West,WL,1-2 m,1,
153712_DHS,North,LP,<1 m,18,
153712_DHS,North,LP,1-2 m,67,
153712_DHS,North,LP,2-4 m,33,
153712_DHS,North,DF,<1 m,3,
153712_DHS,North,WL,<1 m,3,
153712_DHS,North,WL,1-2 m,3,
153712_DHS,East,LP,<1 m,5,
153712_DHS,East,LP,1-2 m,13,
153712_DHS,East,LP,2-4 m,8,
153712_DHS,East,DF,<1 m,3,
153712_DHS,East,DF,1-2 m,1,
153712_DHS,East,WL,1-2 m,1,
153712_DHS,South,LP,<1 m,4,
153712_DHS,South,LP,1-2 m,63,
153712_DHS,South,LP,2-4 m,14,
153712_DHS,South,WL,1-2 m,2,
153712_DHS,South,DF,<1 m,4,
153712_DHS,West,LP,<1 m,27,
153712_DHS,West,LP,1-2 m,137,
153712_DHS,West,LP,2-4 m,21,
153712_DHS,West,WL,<1 m,3,
153712_DHS,West,WL,1-2 m,6,
153712_DHS,West,WL,2-4 m,2,
153712_DHS,West,DF,<1 m,3,
152489_MHS,North,LP,<1 m,12,
152489_MHS,North,LP,1-2 m,46,
152489_MHS,North,LP,2-4 m,16,
152489_MHS,North,ES,<1 m,5,
152489_MHS,North,DF,<1 m,4,
152489_MHS,North,DF,1-2 m,3,
152489_MHS,North,AS,<1 m,1,
152489_MHS,South,LP,<1 m,14,
152489_MHS,South,LP,1-2 m,54,
152489_MHS,South,LP,2-4 m,14,
152489_MHS,South,ES,<1 m,9,
152489_MHS,South,DF,<1 m,6,
152489_MHS,South,DF,1-2 m,1,
152489_MHS,South,WL,<1 m,1,
152489_MHS,South,WL,1-2 m,1,
152489_MHS,South,AS,<1 m,2,
152489_MHS,South,AS,1-2 m,1,
152489_MHS,East,LP,<1 m,26,
152489_MHS,East,LP,1-2 m,41,
152489_MHS,East,LP,2-4 m,14,
152489_MHS,East,ES,<1 m,2,
152489_MHS,East,DF,<1 m,1,
152489_MHS,East,WL,<1 m,1,
152489_MHS,West,LP,<1 m,32,
152489_MHS,West,LP,1-2 m,31,
152489_MHS,West,LP,2-4 m,9,
152489_MHS,West,ES,<1 m,9,
152489_MHS,West,DF,<1 m,6,
152489_MHS,West,AS,<1 m,1,
152489_MHS,West,DF,1-2 m,1,
154053_CMS,South,LP,<1 m,11,
154053_CMS,South,LP,1-2 m,21,
154053_CMS,South,LP,2-4 m,7,
154053_CMS,South,WL,<1 m,11,
154053_CMS,South,WL,1-2 m,20,
154053_CMS,South,WL,2-4 m,2,
154053_CMS,South,DF,<1 m,6,
154053_CMS,South,ES,<1 m,2,
154053_CMS,South,AS,1-2 m,2,
154053_CMS,East,LP,<1 m,22,
154053_CMS,East,LP,1-2 m,9,
154053_CMS,East,LP,2-4 m,3,
154053_CMS,East,WL,<1 m,22,
154053_CMS,East,WL,1-2 m,27,
154053_CMS,East,WL,2-4 m,2,
154053_CMS,East,ES,<1 m,1,
154053_CMS,East,SF,<1 m,3,
154053_CMS,East,AS,1-2 m,2,
154053_CMS,East,DF,<1 m,2,
154053_CMS,East,AS,<1 m,1,
154053_CMS,North,LP,<1 m,26,
154053_CMS,North,LP,1-2 m,11,
154053_CMS,North,WL,<1 m,54,
154053_CMS,North,WL,1-2 m,20,
154053_CMS,North,ES,<1 m,5,
154053_CMS,North,SF,<1 m,6,
154053_CMS,North,DF,<1 m,3,
154053_CMS,West,LP,<1 m,37,
154053_CMS,West,LP,1-2 m,19,
154053_CMS,West,LP,2-4 m,3,
154053_CMS,West,WL,<1 m,19,
154053_CMS,West,WL,1-2 m,23,
154053_CMS,West,WL,2-4 m,16,
154053_CMS,West,ES,<1 m,5,
154053_CMS,West,DF,<1 m,3,
154053_CMS,West,AS,<1 m,5,
152553_CHS,North,LP,1-2 m,1,
152553_CHS,North,LP,2-4 m,10,
152553_CHS,North,DF,<1 m,5,
152553_CHS,North,SF,<1 m,1,
152553_CHS,North,WL,1-2 m,2,
152553_CHS,North,WL,2-4 m,12,
152553_CHS,North,DF,1-2 m,3,
152553_CHS,North,ES,<1 m,16,
152553_CHS,North,ES,1-2 m,1,
152553_CHS,North,AS,<1 m,4,
152553_CHS,North,AS,1-2 m,1,
152553_CHS,East,LP,<1 m,1,
152553_CHS,East,LP,1-2 m,7,
152553_CHS,East,LP,2-4 m,19,
152553_CHS,East,ES,<1 m,25,
152553_CHS,East,DF,<1 m,9,
152553_CHS,East,DF,1-2 m,2,
152553_CHS,East,ES,1-2 m,1,
152553_CHS,East,WL,1-2 m,4,
152553_CHS,East,SF,<1 m,3,
152553_CHS,East,AS,<1 m,7,
152553_CHS,East,WL,2-4 m,4,
152553_CHS,East,AS,1-2 m,3,
152553_CHS,South,LP,1-2 m,6,
152553_CHS,South,LP,2-4 m,17,
152553_CHS,South,WL,<1 m,1,
152553_CHS,South,WL,1-2 m,4,
152553_CHS,South,WL,2-4 m,7,
152553_CHS,South,ES,<1 m,16,
152553_CHS,South,ES,1-2 m,6,
152553_CHS,South,DF,<1 m,7,
152553_CHS,South,DF,1-2 m,6,
152553_CHS,South,DF,2-4 m,1,
152553_CHS,South,SF,<1 m,2,
152553_CHS,South,AS,2-4 m,1,
152553_CHS,West,LP,1-2 m,1,
152553_CHS,West,LP,2-4 m,5,
152553_CHS,West,WL,<1 m,1,
152553_CHS,West,WL,1-2 m,3,
152553_CHS,West,WL,2-4 m,7,
152553_CHS,West,ES,<1 m,6,
152553_CHS,West,ES,1-2 m,4,
152553_CHS,West,DF,<1 m,2,
152553_CHS,West,DF,1-2 m,4,
152553_CHS,West,AS,2-4 m,4,
152553_CHS,West,AS,1-2 m,5,
152553_CHS,West,SF,1-2 m,1,
153907_CHS,North,LP,<1 m,4,
153907_CHS,North,LP,1-2 m,10,
153907_CHS,North,LP,2-4 m,16,
153907_CHS,North,WL,<1 m,2,
153907_CHS,North,WL,1-2 m,28,
153907_CHS,North,WL,2-4 m,16,
153907_CHS,North,DF,<1 m,14,
153907_CHS,North,DF,1-2 m,2,
153907_CHS,North,ES,<1 m,4,
153907_CHS,East,LP,<1 m,7,
153907_CHS,East,LP,1-2 m,15,
153907_CHS,East,LP,2-4 m,13,
153907_CHS,East,WL,<1 m,9,
153907_CHS,East,WL,1-2 m,24,
153907_CHS,East,WL,2-4 m,13,
153907_CHS,East,DF,<1 m,8,
153907_CHS,East,SF,<1 m,2,
153907_CHS,East,DF,1-2 m,5,
153907_CHS,East,AS,<1 m,8,
153907_CHS,East,AS,1-2 m,1,
153907_CHS,South,LP,<1 m,2,
153907_CHS,South,LP,1-2 m,4,
153907_CHS,South,LP,2-4 m,16,
153907_CHS,South,WL,<1 m,5,
153907_CHS,South,WL,1-2 m,11,
153907_CHS,South,WL,2-4 m,45,
153907_CHS,South,AS,2-4 m,1,
153907_CHS,South,DF,1-2 m,2,
153907_CHS,South,AS,<1 m,15,
153907_CHS,South,DF,<1 m,8,
153907_CHS,South,ES,<1 m,5,
153907_CHS,South,AS,1-2 m,3,
153907_CHS,South,SF,1-2 m,1,
153907_CHS,West,LP,1-2 m,6,
153907_CHS,West,LP,2-4 m,7,
153907_CHS,West,WL,<1 m,1,
153907_CHS,West,WL,1-2 m,4,
153907_CHS,West,WL,2-4 m,12,
153907_CHS,West,ES,<1 m,3,
153907_CHS,West,AS,<1 m,1,
153907_CHS,West,SF,<1 m,1,
152636_MHS,North,LP,<1 m,16,
152636_MHS,North,LP,1-2 m,32,
152636_MHS,North,LP,2-4 m,20,
152636_MHS,North,DF,1-2 m,1,
152636_MHS,North,AS,<1 m,1,
152636_MHS,East,LP,<1 m,8,
152636_MHS,East,LP,1-2 m,55,
152636_MHS,East,LP,2-4 m,31,
152636_MHS,East,WL,1-2 m,1,
152636_MHS,East,AS,2-4 m,1,
152636_MHS,East,DF,<1 m,1,
152636_MHS,South,LP,<1 m,22,
152636_MHS,South,LP,1-2 m,66,
152636_MHS,South,LP,2-4 m,53,
152636_MHS,South,ES,<1 m,1,
152636_MHS,South,DF,<1 m,2,
152636_MHS,South,AS,<1 m,1,
152636_MHS,South,AS,1-2 m,1,
152636_MHS,West,LP,<1 m,34,
152636_MHS,West,LP,1-2 m,38,
152636_MHS,West,LP,2-4 m,28,
152636_MHS,West,DF,<1 m,2,
152636_MHS,West,WL,<1 m,2,
152636_MHS,West,AS,1-2 m,1,
153269_MHN,North,ES,<1 m,6,
153269_MHN,North,ES,1-2 m,1,
153269_MHN,North,LP,<1 m,1,
153269_MHN,North,LP,1-2 m,3,
153269_MHN,North,LP,2-4 m,1,
153269_MHN,North,WL,<1 m,2,
153269_MHN,North,WL,2-4 m,3,
153269_MHN,North,DF,1-2 m,2,
153269_MHN,North,DF,2-4 m,1,
153269_MHN,North,AS,<1 m,5,
153269_MHN,East,ES,<1 m,33,
153269_MHN,East,AS,1-2 m,1,
153269_MHN,East,AS,2-4 m,2,
153269_MHN,East,LP,1-2 m,8,
153269_MHN,East,DF,<1 m,4,
153269_MHN,East,AS,<1 m,5,
153269_MHN,East,LP,<1 m,4,
153269_MHN,East,RC,<1 m,1,
153269_MHN,East,WL,1-2 m,5,
153269_MHN,East,WL,2-4 m,11,
153269_MHN,East,LP,2-4 m,3,
153269_MHN,East,WL,<1 m,1,
153269_MHN,East,LP,1-2 m,1,
153269_MHN,South,ES,<1 m,33,
153269_MHN,South,ES,1-2 m,1,
153269_MHN,South,LP,<1 m,5,
153269_MHN,South,LP,1-2 m,7,
153269_MHN,South,LP,2-4 m,7,
153269_MHN,South,WL,<1 m,1,
153269_MHN,South,WL,1-2 m,2,
153269_MHN,South,WL,2-4 m,5,
153269_MHN,South,DF,<1 m,2,
153269_MHN,South,DF,1-2 m,4,
153269_MHN,South,AS,<1 m,18,
153269_MHN,South,AS,1-2 m,9,
153269_MHN,West,ES,<1 m,4,
153269_MHN,West,LP,<1 m,2,
153269_MHN,West,AS,<1 m,3,
153269_MHN,West,ES,1-2 m,3,
153269_MHN,West,WL,1-2 m,1,
152138_CHS,North,ES,<1 m,29,
152138_CHS,North,ES,1-2 m,2,
152138_CHS,North,LP,<1 m,1,
152138_CHS,North,LP,1-2 m,24,
152138_CHS,North,LP,2-4 m,58,
152138_CHS,North,WL,<1 m,2,
152138_CHS,North,WL,1-2 m,4,
152138_CHS,North,WL,2-4 m,8,
152138_CHS,North,AS,<1 m,4,
152138_CHS,North,AS,1-2 m,1,
152138_CHS,North,DF,<1 m,6,
152138_CHS,North,DF,1-2 m,2,
152138_CHS,North,SF,<1 m,2,
152138_CHS,East,ES,<1 m,70,
152138_CHS,East,LP,<1 m,9,
152138_CHS,East,LP,1-2 m,17,
152138_CHS,East,LP,2-4 m,49,
152138_CHS,East,WL,<1 m,3,
152138_CHS,East,WL,1-2 m,7,
152138_CHS,East,WL,2-4 m,21,
152138_CHS,East,AS,<1 m,20,
152138_CHS,East,AS,1-2 m,5,
152138_CHS,East,DF,<1 m,10,
152138_CHS,East,SF,<1 m,7,
152138_CHS,South,LP,<1 m,12,
152138_CHS,South,LP,1-2 m,10,
152138_CHS,South,LP,2-4 m,63,
152138_CHS,South,WL,<1 m,2,
152138_CHS,South,WL,1-2 m,4,
152138_CHS,South,WL,2-4 m,18,
152138_CHS,South,ES,<1 m,77,
152138_CHS,South,SF,<1 m,18,
152138_CHS,South,DF,<1 m,11,
152138_CHS,South,SF,1-2 m,4,
152138_CHS,South,AS,<1 m,31,
152138_CHS,South,ES,1-2 m,2,
152138_CHS,South,DF,1-2 m,2,
152138_CHS,South,AS,1-2 m,3,
152138_CHS,West,LP,<1 m,7,
152138_CHS,West,LP,1-2 m,36,
152138_CHS,West,LP,2-4 m,71,
152138_CHS,West,WL,<1 m,2,
152138_CHS,West,WL,1-2 m,8,
152138_CHS,West,WL,2-4 m,16,
152138_CHS,West,ES,<1 m,53,
152138_CHS,West,SF,<1 m,19,
152138_CHS,West,AS,<1 m,5,
152138_CHS,West,DF,<1 m,5,
152138_CHS,West,ES,1-2 m,1,
151106_MMN,North,WL,<1 m,1,
151106_MMN,North,WL,1-2 m,9,
151106_MMN,North,WL,2-4 m,31,
151106_MMN,North,ES,<1 m,127,
151106_MMN,North,ES,1-2 m,1,
151106_MMN,North,DF,1-2 m,5,
151106_MMN,North,DF,2-4 m,3,
151106_MMN,North,DF,<1 m,1,
151106_MMN,East,WL,<1 m,6,
151106_MMN,East,WL,1-2 m,11,
151106_MMN,East,WL,2-4 m,13,
151106_MMN,East,DF,<1 m,6,
151106_MMN,East,ES,<1 m,76,
151106_MMN,East,ES,1-2 m,6,
151106_MMN,East,DF,1-2 m,2,
151106_MMN,East,DF,2-4 m,1,
151106_MMN,South,WL,1-2 m,2,
151106_MMN,South,ES,<1 m,1,
151106_MMN,South,AS,<1 m,7,
151106_MMN,South,AS,1-2 m,3,
151106_MMN,West,ES,<1 m,6,
151106_MMN,West,WL,2-4 m,1,
151106_MMN,West,DF,<1 m,2,
151106_MMN,West,AS,2-4 m,2,
151106_MMN,West,AS,1-2 m,2,
154505_MHS,North,WL,<1 m,8,
154505_MHS,North,WL,1-2 m,11,
154505_MHS,North,WL,2-4 m,5,
154505_MHS,North,LP,<1 m,6,
154505_MHS,North,LP,1-2 m,31,
154505_MHS,North,LP,2-4 m,8,
154505_MHS,North,ES,<1 m,20,
154505_MHS,North,DF,<1 m,7,
154505_MHS,North,DF,1-2 m,1,
154505_MHS,North,AS,2-4 m,1,
154505_MHS,East,LP,<1 m,2,
154505_MHS,East,LP,1-2 m,22,
154505_MHS,East,LP,2-4 m,25,
154505_MHS,East,WL,<1 m,3,
154505_MHS,East,WL,1-2 m,16,
154505_MHS,East,WL,2-4 m,7,
154505_MHS,East,DF,<1 m,4,
154505_MHS,East,ES,<1 m,7,
154505_MHS,East,AS,1-2 m,1,
154505_MHS,East,SF,<1 m,1,
154505_MHS,South,LP,<1 m,35,
154505_MHS,South,LP,1-2 m,17,
154505_MHS,South,LP,2-4 m,10,
154505_MHS,South,WL,<1 m,7,
154505_MHS,South,WL,1-2 m,5,
154505_MHS,South,WL,2-4 m,4,
154505_MHS,South,ES,<1 m,12,
154505_MHS,South,DF,<1 m,11,
154505_MHS,South,DF,1-2 m,2,
154505_MHS,South,AS,<1 m,2,
154505_MHS,West,WL,<1 m,5,
154505_MHS,West,WL,1-2 m,10,
154505_MHS,West,WL,2-4 m,11,
154505_MHS,West,LP,<1 m,14,
154505_MHS,West,LP,1-2 m,18,
154505_MHS,West,LP,2-4 m,32,
154505_MHS,West,ES,<1 m,9,
154505_MHS,West,AS,<1 m,1,
155275_MHN,North,LP,<1 m,12,
155275_MHN,North,WL,<1 m,2,
155275_MHN,North,DF,<1 m,4,
155275_MHN,North,SF,<1 m,7,
155275_MHN,East,LP,<1 m,88,
155275_MHN,East,DF,<1 m,8,
155275_MHN,East,LP,1-2 m,2,
155275_MHN,East,ES,<1 m,2,
155275_MHN,East,SF,<1 m,9,
155275_MHN,East,WL,<1 m,9,
155275_MHN,South,LP,<1 m,101,
155275_MHN,South,LP,1-2 m,39,
155275_MHN,South,WL,<1 m,14,
155275_MHN,South,WL,1-2 m,5,
155275_MHN,South,DF,<1 m,2,
155275_MHN,South,ES,<1 m,4,
155275_MHN,South,SF,<1 m,4,
155275_MHN,South,SF,1-2 m,1,
155275_MHN,South,AS,1-2 m,3,
155275_MHN,South,DF,<1 m,4,
155275_MHN,South,LP,<1 m,61,
155275_MHN,West,LP,<1 m,74,
155275_MHN,West,LP,1-2 m,6,
155275_MHN,West,WL,<1 m,8,
155275_MHN,West,WL,1-2 m,1,
155275_MHN,West,SF,<1 m,8,
155275_MHN,West,DF,<1 m,4,
155275_MHN,West,ES,<1 m,2,
155275_MHN,West,AS,<1 m,1,
91191_CMN,North,LP,1-2 m,6,
91191_CMN,North,LP,2-4 m,12,
91191_CMN,North,WL,<1 m,1,
91191_CMN,North,WL,1-2 m,4,
91191_CMN,North,DF,<1 m,2,
91191_CMN,North,DF,1-2 m,2,
91191_CMN,North,DF,2-4 m,1,
91191_CMN,North,AS,<1 m,1,
91191_CMN,East,LP,<1 m,1,
91191_CMN,East,LP,2-4 m,2,
91191_CMN,East,DF,<1 m,2,
91191_CMN,East,DF,2-4 m,1,
91191_CMN,East,WL,2-4 m,2,
91191_CMN,South,ES,2-4 m,1,
91191_CMN,South,LP,2-4 m,5,
91191_CMN,South,WL,1-2 m,6,
91191_CMN,South,ES,<1 m,3,
91191_CMN,South,DF,2-4 m,2,
91191_CMN,South,LP,<1 m,2,
91191_CMN,South,WL,<1 m,1,
91191_CMN,South,DF,<1 m,2,
91191_CMN,South,LP,1-2 m,4,
91191_CMN,South,DF,1-2 m,1,
91191_CMN,South,ES,1-2 m,1,
91191_CMN,West,DF,<1 m,2,
91191_CMN,West,DF,1-2 m,1,
91191_CMN,West,DF,2-4 m,2,
91191_CMN,West,ES,<1 m,4,
91191_CMN,West,LP,1-2 m,3,
91191_CMN,West,LP,2-4 m,28,
91191_CMN,West,WL,<1 m,1,
91191_CMN,West,WL,2-4 m,1,
154554_CHS,North,LP,<1 m,66,
154554_CHS,North,LP,1-2 m,72,
154554_CHS,North,LP,2-4 m,61,
154554_CHS,North,RA,<1 m,3,
154554_CHS,North,RA,1-2 m,5,
154554_CHS,North,RA,2-4 m,2,
154554_CHS,North,ES,<1 m,7,
154554_CHS,North,DF,<1 m,3,
154554_CHS,North,AS,<1 m,7,
154554_CHS,North,WL,1-2 m,3,
154554_CHS,North,WL,<1 m,1,
154554_CHS,North,WL,2-4 m,4,
154554_CHS,East,ES,<1 m,3,
154554_CHS,East,LP,<1 m,55,
154554_CHS,East,LP,1-2 m,77,
154554_CHS,East,LP,2-4 m,46,
154554_CHS,East,WL,<1 m,1,
154554_CHS,East,WL,1-2 m,3,
154554_CHS,East,DF,<1 m,1,
154554_CHS,East,AS,<1 m,8,
154554_CHS,East,AS,1-2 m,3,
154554_CHS,East,RA,<1 m,4,
154554_CHS,East,RA,2-4 m,1,
154554_CHS,South,ES,<1 m,5,
154554_CHS,South,LP,<1 m,24,
154554_CHS,South,LP,1-2 m,46,
154554_CHS,South,LP,2-4 m,18,
154554_CHS,South,WL,1-2 m,1,
154554_CHS,South,WL,2-4 m,2,
154554_CHS,South,DF,<1 m,1,
154554_CHS,South,AS,<1 m,1,
154554_CHS,West,LP,<1 m,65,
154554_CHS,West,LP,1-2 m,40,
154554_CHS,West,LP,2-4 m,11,
154554_CHS,West,WL,<1 m,1,
154554_CHS,West,WL,2-4 m,1,
154554_CHS,West,AS,<1 m,9,
154554_CHS,West,ES,<1 m,2,
154554_CHS,West,RA,1-2 m,2,
152914_MHS,North,WL,2-4 m,2,
152914_MHS,North,DF,<1 m,1,
152914_MHS,North,AS,1-2 m,6,
152914_MHS,North,AS,2-4 m,4,
152914_MHS,North,DF,1-2 m,2,
152914_MHS,North,LP,1-2 m,1,
152914_MHS,North,AS,<1 m,1,
152914_MHS,East,LP,2-4 m,1,
152914_MHS,East,WL,2-4 m,1,
152914_MHS,East,AS,1-2 m,7,
152914_MHS,East,AS,2-4 m,1,
152914_MHS,East,AS,<1 m,1,
152914_MHS,East,LP,1-2 m,2,
152914_MHS,East,DF,<1 m,2,
152914_MHS,East,WL,<1 m,1,
152914_MHS,East,WL,2-4 m,5,
152914_MHS,East,WL,1-2 m,1,
152914_MHS,South,AS,<1 m,10,
152914_MHS,South,AS,1-2 m,15,
152914_MHS,South,WL,2-4 m,1,
152914_MHS,South,DF,1-2 m,1,
152914_MHS,South,WL,<1 m,2,
152914_MHS,South,AS,2-4 m,3,
152914_MHS,South,WL,1-2 m,1,
152914_MHS,South,LP,2-4 m,1,
152914_MHS,South,ES,1-2 m,2,
152914_MHS,West,DF,1-2 m,1,
152914_MHS,West,LP,1-2 m,5,
152914_MHS,West,DF,<1 m,1,
152914_MHS,West,WL,1-2 m,2,
152914_MHS,West,AS,<1 m,1,
152914_MHS,West,AS,1-2 m,12,
152914_MHS,West,AS,2-4 m,6,
152914_MHS,West,LP,2-4 m,6,
152914_MHS,West,LP,<1 m,1,
153918_MMS,North,ES,<1 m,6,
153918_MMS,North,LP,<1 m,19,
153918_MMS,North,LP,1-2 m,7,
153918_MMS,North,LP,2-4 m,1,
153918_MMS,North,DF,<1 m,4,
153918_MMS,North,WL,<1 m,8,
153918_MMS,North,WL,1-2 m,3,
153918_MMS,East,WL,<1 m,12,
153918_MMS,East,WL,1-2 m,2,
153918_MMS,East,WL,2-4 m,1,
153918_MMS,East,ES,<1 m,6,
153918_MMS,East,LP,<1 m,6,
153918_MMS,East,LP,1-2 m,1,
153918_MMS,East,DF,<1 m,1,
153918_MMS,East,DF,1-2 m,1,
153918_MMS,East,AS,<1 m,1,
153918_MMS,South,SF,<1 m,2,
153918_MMS,South,SF,1-2 m,3,
153918_MMS,South,DF,1-2 m,1,
153918_MMS,South,ES,<1 m,5,
153918_MMS,South,WL,<1 m,7,
153918_MMS,South,WL,1-2 m,4,
153918_MMS,South,LP,<1 m,6,
153918_MMS,South,LP,1-2 m,1,
153918_MMS,West,WL,<1 m,16,
153918_MMS,West,WL,1-2 m,6,
153918_MMS,West,LP,<1 m,19,
153918_MMS,West,LP,1-2 m,14,
153918_MMS,West,LP,2-4 m,1,
153918_MMS,West,RA,2-4 m,29,
153918_MMS,West,ES,<1 m,3,
153918_MMS,West,SF,<1 m,1,
153918_MMS,West,RA,1-2 m,3,
153918_MMS,West,RA,<1 m,1,
153918_MMS,West,DF,<1 m,1,
153514_MHS,North,LP,<1 m,3,
153514_MHS,North,LP,1-2 m,7,
153514_MHS,North,LP,2-4 m,13,
153514_MHS,North,WL,2-4 m,3,
153514_MHS,East,LP,<1 m,65,
153514_MHS,East,LP,1-2 m,133,
153514_MHS,East,LP,2-4 m,29,
153514_MHS,East,WL,<1 m,8,
153514_MHS,East,WL,1-2 m,5,
153514_MHS,East,WL,2-4 m,3,
153514_MHS,East,ES,<1 m,1,
153514_MHS,East,AS,<1 m,1,
153514_MHS,East,DF,<1 m,1,
153514_MHS,South,LP,<1 m,22,
153514_MHS,South,LP,1-2 m,103,
153514_MHS,South,LP,2-4 m,52,
153514_MHS,South,WL,2-4 m,1,
153514_MHS,South,WL,<1 m,5,
153514_MHS,South,DF,<1 m,1,
153514_MHS,West,DF,<1 m,1,
153514_MHS,West,WL,<1 m,3,
153514_MHS,West,LP,<1 m,13,
153514_MHS,West,LP,1-2 m,25,
153514_MHS,West,LP,2-4 m,22,
153514_MHS,West,WL,1-2 m,1,
153514_MHS,West,WL,2-4 m,1,
153514_MHS,West,DF,1-2 m,1,
153514_MHS,West,AS,<1 m,1,
153156_MMS,North,WL,<1 m,10,
153156_MMS,North,WL,1-2 m,45,
153156_MMS,North,WL,2-4 m,17,
153156_MMS,North,LP,<1 m,9,
153156_MMS,North,LP,1-2 m,26,
153156_MMS,North,LP,2-4 m,12,
153156_MMS,North,AS,<1 m,2,
153156_MMS,North,DF,<1 m,10,
153156_MMS,North,CW,<1 m,1,
153156_MMS,North,RA,2-4 m,12,
153156_MMS,North,ES,<1 m,1,
153156_MMS,North,DF,1-2 m,1,
153156_MMS,North,RA,1-2 m,1,
153156_MMS,East,WL,<1 m,7,
153156_MMS,East,WL,1-2 m,16,
153156_MMS,East,WL,2-4 m,39,
153156_MMS,East,LP,<1 m,3,
153156_MMS,East,LP,1-2 m,25,
153156_MMS,East,LP,2-4 m,30,
153156_MMS,East,DF,<1 m,5,
153156_MMS,East,ES,<1 m,1,
153156_MMS,East,AS,<1 m,5,
153156_MMS,East,DF,1-2 m,3,
153156_MMS,East,DF,2-4 m,1,
153156_MMS,South,WL,<1 m,16,
153156_MMS,South,WL,1-2 m,30,
153156_MMS,South,WL,2-4 m,35,
153156_MMS,South,LP,<1 m,3,
153156_MMS,South,LP,1-2 m,15,
153156_MMS,South,LP,2-4 m,21,
153156_MMS,South,AS,<1 m,1,
153156_MMS,South,AS,1-2 m,3,
153156_MMS,South,DF,<1 m,5,
153156_MMS,South,DF,1-2 m,4,
153156_MMS,West,WL,<1 m,16,
153156_MMS,West,WL,1-2 m,18,
153156_MMS,West,WL,2-4 m,27,
153156_MMS,West,LP,<1 m,5,
153156_MMS,West,LP,1-2 m,13,
153156_MMS,West,LP,2-4 m,11,
153156_MMS,West,DF,<1 m,7,
153156_MMS,West,DF,1-2 m,5,
153156_MMS,West,ES,<1 m,1,
154204_MMS,North,WL,<1 m,20,
154204_MMS,North,WL,1-2 m,33,
154204_MMS,North,WL,2-4 m,2,
154204_MMS,North,LP,<1 m,10,
154204_MMS,North,LP,1-2 m,5,
154204_MMS,North,LP,2-4 m,1,
154204_MMS,North,DF,<1 m,10,
154204_MMS,North,DF,1-2 m,1,
154204_MMS,South,DF,<1 m,3,
154204_MMS,South,DF,1-2 m,2,
154204_MMS,South,LP,<1 m,1,
154204_MMS,South,LP,1-2 m,3,
154204_MMS,South,LP,2-4 m,2,
154204_MMS,South,WL,1-2 m,4,
154204_MMS,South,WL,2-4 m,2,
154204_MMS,West,DF,<1 m,18,
154204_MMS,West,LP,<1 m,4,
154204_MMS,West,LP,1-2 m,8,
154204_MMS,West,WL,<1 m,7,
154204_MMS,West,WL,1-2 m,8,
154204_MMS,West,DF,1-2 m,4,
